fish_table_id,anem_table_id,"fish_obs_time","fish_spp",size,"color","sex",fin_id,"sample_id","tag_id","recap","fish_notes","fish_collector","fish_correction","fish_corr_date","fish_corr_editor","fish_corr_message"
7592,7319,NULL,"APCL",5.6,"YR","J",285,"APCL16_285","985153000403806","N","These fish swim back and forth between anem 2306 and 2307","MRS",NULL,NULL,NULL,NULL
7389,7140,NULL,"APCL",7,"O","M",193,"APCL16_193","985153000407489","N",NULL,"MLP",NULL,NULL,NULL,NULL
7386,7138,NULL,"APCL",11.2,"O","M",192,"APCL16_192","985153000352072","N",NULL,"MRS",NULL,NULL,NULL,NULL
7375,7135,NULL,"APCL",11.6,"YP","F",190,"APCL16_190","985153000405158","N","Fish 190 squirted eggs","MRS",NULL,NULL,NULL,NULL
7390,7140,NULL,"APCL",8,"YP","F",194,"APCL16_194","985153000403397","N",NULL,"MLP",NULL,NULL,NULL,NULL
7376,7135,NULL,"APCL",10.8,"O","M",189,"APCL16_189","985153000405147","N","Fish 190 squirted eggs","MRS",NULL,NULL,NULL,NULL
7385,7138,NULL,"APCL",10.6,"YP","F",191,"APCL16_191","985153000406226","N",NULL,"MRS",NULL,NULL,NULL,NULL
8376,8070,NULL,"APCL",6.7,"YR","J",804,"APCL16_804","986112100172701","N",NULL,"MRS",NULL,NULL,NULL,NULL
8369,8040,NULL,"APCL",9,"O","M",797,"APCL16_797","986112100173102","N","797 has an uneven tail","MRS",NULL,NULL,NULL,NULL
8353,8030,NULL,"APCL",7,"YR","J",786,"APCL16_786","986112100172058","N",NULL,"MRS",NULL,NULL,NULL,NULL
8382,8084,NULL,"APCL",7.8,"O","M",809,"APCL16_809","986112100174221","N",NULL,"MRS",NULL,NULL,NULL,NULL
8390,8091,NULL,"APCL",5.4,"W","J",812,"APCL16_812","986112100176130","N",NULL,"MRS",NULL,NULL,NULL,NULL
8374,8060,NULL,"APCL",9.3,"O","M",802,"APCL16_802","986112100165491","N","Cut","MRS",NULL,NULL,NULL,NULL
8316,8000,NULL,"APCL",7.6,"O","M",766,"APCL16_766","985153000362425","N",NULL,"MRS",NULL,NULL,NULL,NULL
8366,8038,NULL,"APCL",6.8,"W","J",794,"APCL16_794","986112100164362","N","Uneven tail","MRS",NULL,NULL,NULL,NULL
8357,8032,NULL,"APCL",8.8,"O","M",788,"APCL16_788","986112100175857","N","788 ALREADY CUT","MRS",NULL,NULL,NULL,NULL
8368,8040,NULL,"APCL",5.7,"YR","J",796,"APCL16_796","986112100165029","N","797 has an uneven tail","MRS",NULL,NULL,NULL,NULL
8378,8080,NULL,"APCL",9,"O","M",806,"APCL16_806","986112100171926","N","All of these fish look like they were already cut","MRS",NULL,NULL,NULL,NULL
8405,8099,NULL,"APCL",5.1,"YR","J",815,"APCL16_815","986112100171979","N","fish 815 looks cut","MRS",NULL,NULL,NULL,NULL
8318,8002,NULL,"APCL",6,"YR","J",770,"APCL16_770","985153000355402","N",NULL,"MRS",NULL,NULL,NULL,NULL
8394,8094,NULL,"APCL",5.6,"YR","J",813,"APCL16_813","985153000406548","N","fish 814 looks cut","MRS",NULL,NULL,NULL,NULL
7568,7304,NULL,"APCL",7.2,"O","M",274,"APCL16_274","985153000407247","N",NULL,"MRS",NULL,NULL,NULL,NULL
6896,6846,NULL,"APCL",8.5,"YP","F",25,"APCL16_025","985153000401620","N",NULL,"MRS",NULL,NULL,NULL,NULL
6566,6727,NULL,"APCL",7.8,"O","M",354123,"APCL15_354123","985153000354123","N",NULL,"MRS",NULL,NULL,NULL,NULL
7550,7297,NULL,"APCL",9.7,"YP","F",266,"APCL16_266","985153000404202","N",NULL,"MRS",NULL,NULL,NULL,NULL
6254,6596,NULL,"APCL",9.2,"YP","F",354247,"APCL15_354247","985153000354247","N",NULL,"MRS",NULL,NULL,NULL,NULL
6465,6685,NULL,"APCL",7.9,"O","M",406498,"APCL15_406498","985153000406498","N",NULL,"MRS",NULL,NULL,NULL,NULL
6856,6825,NULL,"APCL",7.4,"O","M",15,"APCL16_015","985153000407233","N",NULL,"MRS",NULL,NULL,NULL,NULL
6345,6634,NULL,"APCL",10.5,"O","M",355666,"APCL15_355666","985153000355666","N",NULL,"MRS",NULL,NULL,NULL,NULL
6509,6706,NULL,"APCL",7.5,"O","M",405042,"APCL15_405042","985153000405042","N",NULL,"MRS",NULL,NULL,NULL,NULL
7324,7113,NULL,"APCL",6.1,"YR","J",172,"APCL16_172","985153000401844","N",NULL,"MRS",NULL,NULL,NULL,NULL
7473,7199,NULL,"APCL",8,"O","M",230,"APCL16_230","985153000405709","N",NULL,"MRS",NULL,NULL,NULL,NULL
6903,6850,NULL,"APCL",7.6,"O","M",30,"APCL16_030","985153000400546","N",NULL,"MRS",NULL,NULL,NULL,NULL
7278,7069,NULL,"APCL",10,"YP","F",152,"APCL16_152","985153000404075","N","APCL13_103 and APCL16_152 return as genetic recaptures but were captured at Sitio Tugas and Cabatoan.  There is no overlapping labwork and the proportion of mismatch is 0.03","MRS",NULL,NULL,NULL,NULL
7073,6946,NULL,"APCL",5.1,"YR","J",92,"APCL16_092","985153000406505","N",NULL,"MRS",NULL,NULL,NULL,NULL
6525,6712,NULL,"APCL",7.2,"O","M",405116,"APCL15_405116","985153000405116","N",NULL,"MRS",NULL,NULL,NULL,NULL
7583,7315,NULL,"APCL",10,"O","M",280,"APCL16_280","985153000406278","N",NULL,"MRS",NULL,NULL,NULL,NULL
7564,7302,NULL,"APCL",6.7,"YR","J",272,"APCL16_272","985153000404233","N",NULL,"MRS",NULL,NULL,NULL,NULL
6564,6726,NULL,"APCL",9.9,"O","M",356404,"APCL15_356404","985153000356404","N",NULL,"MRS",NULL,NULL,NULL,NULL
7291,7086,NULL,"APCL",8.6,"O","M",159,"APCL16_159","985153000399528","N",NULL,"MRS",NULL,NULL,NULL,NULL
6569,6728,NULL,"APCL",10.1,"O","M",356398,"APCL15_356398","985153000356398","N","COULD BE STGI","MRS",NULL,NULL,NULL,NULL
7070,6941,NULL,"APCL",5.9,"YR","J",90,"APCL16_090","985153000352056","N",NULL,"MRS",NULL,NULL,NULL,NULL
6897,6846,NULL,"APCL",9.5,"O","M",26,"APCL16_026","985153000402889","N",NULL,"MRS",NULL,NULL,NULL,NULL
7535,7289,NULL,"APCL",8.6,"O","M",259,"APCL16_259","985153000400875","N",NULL,"MRS",NULL,NULL,NULL,NULL
7018,6914,NULL,"APCL",7.2,"O","M",77,"APCL16_077","985153000372339","N",NULL,"MRS",NULL,NULL,NULL,NULL
7404,7145,NULL,"APCL",8.4,"O","M",201,"APCL16_201","985153000404797","N",NULL,"MLP",NULL,NULL,NULL,NULL
7303,7100,NULL,"APCL",8.3,"O","M",165,"APCL16_165","985153000403872","N",NULL,"MRS",NULL,NULL,NULL,NULL
7305,7100,NULL,"APCL",6,"YR","J",167,"APCL16_167","985153000403760","N",NULL,"MRS",NULL,NULL,NULL,NULL
7551,7297,NULL,"APCL",9.3,"O","M",267,"APCL16_267","985153000405084","N",NULL,"MRS",NULL,NULL,NULL,NULL
6412,6661,NULL,"APCL",10.6,"O","M",407297,"APCL15_407297","985153000407297","N",NULL,"MRS",NULL,NULL,NULL,NULL
6643,6763,NULL,"APCL",10,"YP","F",354053,"APCL15_354053","985153000354053","N","354053 GREEN/EGGS","MRS",NULL,NULL,NULL,NULL
6497,6701,NULL,"APCL",7,"Y","J",405015,"APCL15_405015","985153000405015","N",NULL,"MRS",NULL,NULL,NULL,NULL
6460,6683,NULL,"APCL",9.6,"O","M",404090,"APCL15_404090","985153000404090","N",NULL,"MRS",NULL,NULL,NULL,NULL
6573,6731,NULL,"APCL",9.7,"YP","F",354382,"APCL15_354382","985153000354382","N",NULL,"MRS",NULL,NULL,NULL,NULL
7528,7284,NULL,"APCL",8.9,"O","M",253,"APCL16_253","985153000405779","N",NULL,"MRS",NULL,NULL,NULL,NULL
7294,7094,NULL,"APCL",8.9,"O","M",161,"APCL16_161","985153000404937","N",NULL,"MRS",NULL,NULL,NULL,NULL
6832,6810,NULL,"APCL",6,"YR","J",11,"APCL16_011","985153000353312","N",NULL,"MRS",NULL,NULL,NULL,NULL
7402,7144,NULL,"APCL",5.4,"YR","J",200,"APCL16_200","985153000403071","N",NULL,"MLP",NULL,NULL,NULL,NULL
6552,6721,NULL,"APCL",9.5,"O","M",372250,"APCL15_372250","985153000372250","N",NULL,"MRS",NULL,NULL,NULL,NULL
7325,7113,NULL,"APCL",7.1,"O","M",173,"APCL16_173","985153000407050","N",NULL,"MRS",NULL,NULL,NULL,NULL
7463,7185,NULL,"APCL",8.6,"O","M",223,"APCL16_223","985153000403797","N",NULL,"MRS",NULL,NULL,NULL,NULL
6823,6805,NULL,"APCL",6.1,"YR","J",5,"APCL16_005","985153000403897","N",NULL,"MRS",NULL,NULL,NULL,NULL
6666,6773,NULL,"APCL",9.4,"O","M",372461,"APCL15_372461","985153000372461","N",NULL,"MRS",NULL,NULL,NULL,NULL
7331,7116,NULL,"APCL",8.9,"YP","F",176,"APCL16_176","985153000401611","N",NULL,"MRS",NULL,NULL,NULL,NULL
6556,6723,NULL,"APCL",8.8,"O","M",354481,"APCL15_354481","985153000354481","N",NULL,"MRS",NULL,NULL,NULL,NULL
7400,7144,NULL,"APCL",9,"YP","F",198,"APCL16_198","985153000401773","N",NULL,"MLP",NULL,NULL,NULL,NULL
6461,6683,NULL,"APCL",8.8,"O","M",404022,"APCL15_404022","985153000404022","N",NULL,"MRS",NULL,NULL,NULL,NULL
6864,6831,NULL,"APCL",6.5,"YR","J",18,"APCL16_018","985153000401362","N",NULL,"MRS",NULL,NULL,NULL,NULL
6262,6598,NULL,"APCL",9.6,"O","M",370342,"APCL15_370342","985153000370342","N",NULL,"MRS",NULL,NULL,NULL,NULL
7429,7161,NULL,"APCL",7.7,"O","M",213,"APCL16_213","985153000404994","N","7.7 O had very thin orange, two old tags but lose one","MLP",NULL,NULL,NULL,NULL
7378,7136,NULL,"APCL",11.3,"YP","F",187,"APCL16_187","985153000403134","N",NULL,"MRS",NULL,NULL,NULL,NULL
6830,6809,NULL,"APCL",9.2,"YP","F",9,"APCL16_009","985153000406476","N","There was an orange tail fish that got away","MRS",NULL,NULL,NULL,NULL
6828,6808,NULL,"APCL",6,"YR","J",8,"APCL16_008","985153000400949","N",NULL,"MRS",NULL,NULL,NULL,NULL
7050,6931,NULL,"APCL",6.5,"YR","J",86,"APCL16_086","985153000404213","N","The other large one swam away","MRS",NULL,NULL,NULL,NULL
7531,7286,NULL,"APCL",6.9,"YR","J",256,"APCL16_256","985153000403636","N",NULL,"MRS",NULL,NULL,NULL,NULL
6631,6758,NULL,"APCL",7,"O","M",362989,"APCL15_362989","985153000362989","N",NULL,"MRS",NULL,NULL,NULL,NULL
6863,6831,NULL,"APCL",9.1,"O","M",17,"APCL16_017","985153000404860","N",NULL,"MRS",NULL,NULL,NULL,NULL
6534,6715,NULL,"APCL",9.1,"O","M",370592,"APCL15_370592","985153000370592","N",NULL,"MRS",NULL,NULL,NULL,NULL
7529,7286,NULL,"APCL",9.8,"O","M",254,"APCL16_254","985153000401598","N",NULL,"MRS",NULL,NULL,NULL,NULL
6869,6834,NULL,"APCL",10,"O","M",21,"APCL16_021","985153000404750","N",NULL,"MRS",NULL,NULL,NULL,NULL
7554,7298,NULL,"APCL",8.9,"YP","F",268,"APCL16_268","985153000407643","N",NULL,"MRS",NULL,NULL,NULL,NULL
7372,7133,NULL,"APCL",10.7,"O","M",186,"APCL16_186","985153000353259","N",NULL,"MRS",NULL,NULL,NULL,NULL
6665,6773,NULL,"APCL",9.4,"YP","F",364277,"APCL15_364277","985153000364277","N",NULL,"MRS",NULL,NULL,NULL,NULL
7842,7662,NULL,"APCL",5.4,"YR","J",449,"APCL16_449","985153000406269","N",NULL,"MRS",NULL,NULL,NULL,NULL
6649,6766,NULL,"APCL",10.7,"O","M",371825,"APCL15_371825","985153000371825","N",NULL,"MRS",NULL,NULL,NULL,NULL
7427,7159,NULL,"APCL",5.2,"W","J",212,"APCL16_212","985153000399810","N","Anemone retracted, Michelle saw it, it was pink","MLP",NULL,NULL,NULL,NULL
7406,7148,NULL,"APCL",7.9,"O","M",203,"APCL16_203","985153000402079","N","7.9 O fish has very thin orange edges","MLP",NULL,NULL,NULL,NULL
6527,6713,NULL,"APCL",7.9,"O","M",368898,"APCL15_368898","985153000368898","N",NULL,"MRS",NULL,NULL,NULL,NULL
7405,7145,NULL,"APCL",10.4,"YP","F",202,"APCL16_202","985153000406375","N",NULL,"MLP",NULL,NULL,NULL,NULL
7445,7170,NULL,"APCL",8.5,"O","M",218,"APCL16_218","985153000405134","N","Tag 400963 did not go in well; 8.5cm fish has a very thin edge of orange","MRS",NULL,NULL,NULL,NULL
7072,6944,NULL,"APCL",7.3,"O","M",91,"APCL16_091","985153000407635","N",NULL,"MRS",NULL,NULL,NULL,NULL
7408,7149,NULL,"APCL",5.5,"YR","J",205,"APCL16_205","985153000403206","N",NULL,"MLP",NULL,NULL,NULL,NULL
6392,6651,NULL,"APCL",8.1,"O","M",370599,"APCL15_370599","985153000370599","N",NULL,"MRS",NULL,NULL,NULL,NULL
7312,7105,NULL,"APCL",9.3,"O","M",169,"APCL16_169","985153000407657","N","Old tag was present but unreadable","MRS",NULL,NULL,NULL,NULL
6358,6639,NULL,"APCL",9.7,"O","M",356769,"APCL15_356769","985153000356769","N",NULL,"MRS",NULL,NULL,NULL,NULL
6844,6818,NULL,"APCL",7.8,"O","M",13,"APCL16_013","985153000407128","N","The 8.5cm fish swam away before tail color or scan","MRS",NULL,NULL,NULL,NULL
7023,6918,NULL,"APCL",6.3,"YR","J",75,"APCL16_075","985153000371943","N","Malin estimated 2 small fish sizes","MRS",NULL,NULL,NULL,NULL
7457,7180,NULL,"APCL",6.9,"YR","J",221,"APCL16_221","985153000404855","N",NULL,"MRS",NULL,NULL,NULL,NULL
7458,7181,NULL,"APCL",5.8,"YR","J",222,"APCL16_222","985153000400302","N",NULL,"MRS",NULL,NULL,NULL,NULL
7414,7153,NULL,"APCL",8.6,"O","M",210,"APCL16_210","985153000406276","N","Old tag unreadable","MLP",NULL,NULL,NULL,NULL
7555,7298,NULL,"APCL",7.1,"O","M",269,"APCL16_269","985153000407052","N",NULL,"MRS",NULL,NULL,NULL,NULL
7379,7136,NULL,"APCL",9.8,"O","M",188,"APCL16_188","985153000402171","N",NULL,"MRS",NULL,NULL,NULL,NULL
6502,6703,NULL,"APCL",9.3,"O","M",402781,"APCL15_402781","985153000402781","N","404548 GREEN/402781 GREEN","MRS",NULL,NULL,NULL,NULL
7538,7289,NULL,"APCL",5.5,"YR","J",262,"APCL16_262","985153000407331","N",NULL,"MRS",NULL,NULL,NULL,NULL
6656,6769,NULL,"APCL",10,"O","M",355571,"APCL15_355571","985153000355571","N",NULL,"MRS",NULL,NULL,NULL,NULL
6887,6841,NULL,"APCL",9.5,"YP","F",24,"APCL16_024","985153000406330","N",NULL,"MRS",NULL,NULL,NULL,NULL
7548,7296,NULL,"APCL",6,"YR","J",265,"APCL16_265","985153000403323","N",NULL,"MRS",NULL,NULL,NULL,NULL
7580,7314,NULL,"APCL",7,"O","M",278,"APCL16_278","985153000405234","N",NULL,"MRS",NULL,NULL,NULL,NULL
7261,7061,NULL,"APCL",6.6,"YR","J",145,"APCL16_145","985153000407113","N",NULL,"MRS",NULL,NULL,NULL,NULL
6483,6694,NULL,"APCL",8,"O","M",402307,"APCL15_402307","985153000402307","N",NULL,"MRS",NULL,NULL,NULL,NULL
7038,6925,NULL,"APCL",7.3,"O","M",81,"APCL16_081","985153000402873","N","Malin estimated 2 small fish sizes","MRS",NULL,NULL,NULL,NULL
7357,7126,NULL,"APCL",10.6,"O","M",182,"APCL16_182","985153000403023","N",NULL,"MRS",NULL,NULL,NULL,NULL
6558,6724,NULL,"APCL",7.4,"O","M",355651,"APCL15_355651","985153000355651","N",NULL,"MRS",NULL,NULL,NULL,NULL
6578,6733,NULL,"APCL",8.4,"O","M",372649,"APCL15_372649","985153000372649","N",NULL,"MRS",NULL,NULL,NULL,NULL
6628,6757,NULL,"APCL",8.8,"O","M",362714,"APCL15_362714","985153000362714","N","EGGS","MRS",NULL,NULL,NULL,NULL
6536,6716,NULL,"APCL",8.9,"O","M",370407,"APCL15_370407","985153000370407","N",NULL,"MRS",NULL,NULL,NULL,NULL
7486,7212,NULL,"APCL",8.2,"YP","F",233,"APCL16_233","985153000404490","N",NULL,"MRS",NULL,NULL,NULL,NULL
7547,7296,NULL,"APCL",9.6,"O","M",264,"APCL16_264","985153000400657","N",NULL,"MRS",NULL,NULL,NULL,NULL
6561,6725,NULL,"APCL",7.7,"O","M",355523,"APCL15_355523","985153000355523","N",NULL,"MRS",NULL,NULL,NULL,NULL
7509,7259,NULL,"APCL",7.1,"O","M",245,"APCL16_245","985153000400570","N",NULL,"MRS",NULL,NULL,NULL,NULL
6505,6705,NULL,"APCL",7.7,"O","M",405033,"APCL15_405033","985153000405033","N",NULL,"MRS",NULL,NULL,NULL,NULL
6822,6805,NULL,"APCL",9,"O","M",4,"APCL16_004","985153000405540","N",NULL,"MRS",NULL,NULL,NULL,NULL
7569,7304,NULL,"APCL",10.5,"YP","F",275,"APCL16_275","985153000405082","N",NULL,"MRS",NULL,NULL,NULL,NULL
7371,7133,NULL,"APCL",9.6,"YP","F",185,"APCL16_185","985153000407544","N",NULL,"MRS",NULL,NULL,NULL,NULL
7311,7105,NULL,"APCL",8.3,"O","M",168,"APCL16_168","985153000404764","N","Old tag was present but unreadable","MRS",NULL,NULL,NULL,NULL
7399,7144,NULL,"APCL",8.5,"O","M",199,"APCL16_199","985153000406411","N",NULL,"MLP",NULL,NULL,NULL,NULL
7469,7191,NULL,"APCL",7.9,"O","M",227,"APCL16_227","985153000405149","N",NULL,"MRS",NULL,NULL,NULL,NULL
6875,6837,NULL,"APCL",7.9,"O","M",23,"APCL16_023","985153000405925","N",NULL,"MRS",NULL,NULL,NULL,NULL
6827,6808,NULL,"APCL",6.8,"YR","J",7,"APCL16_007","985153000405478","N",NULL,"MRS",NULL,NULL,NULL,NULL
6535,6716,NULL,"APCL",9.6,"YP","F",370174,"APCL15_370174","985153000370174","N",NULL,"MRS",NULL,NULL,NULL,NULL
7419,7156,NULL,"APCL",5.9,"YR","J",208,"APCL16_208","985153000401829","N",NULL,"MLP",NULL,NULL,NULL,NULL
6546,6719,NULL,"APCL",6.6,"YR","J",354525,"APCL15_354525","985153000354525","N",NULL,"MRS",NULL,NULL,NULL,NULL
7608,7328,NULL,"APCL",10.1,"YP","F",295,"APCL16_295","985153000402348","N","Old tag is unreadable","MRS",NULL,NULL,NULL,NULL
6504,6704,NULL,"APCL",9.5,"O","M",404792,"APCL15_404792","985153000404792","N",NULL,"MRS",NULL,NULL,NULL,NULL
6265,6599,NULL,"APCL",10.8,"YP","F",372405,"APCL15_372405","985153000372405","N",NULL,"MRS",NULL,NULL,NULL,NULL
6672,6776,NULL,"APCL",8.8,"O","M",355734,"APCL15_355734","985153000355734","N",NULL,"MRS",NULL,NULL,NULL,NULL
8062,7804,NULL,"APCL",8.8,"YP","F",592,"APCL16_592","985153000402938","N",NULL,"MRS",NULL,NULL,NULL,NULL
8059,7803,NULL,"APCL",8,"O","M",589,"APCL16_589","985153000354668","N",NULL,"MRS",NULL,NULL,NULL,NULL
8051,7798,NULL,"APCL",8.4,"O","M",584,"APCL16_584","985153000371643","N",NULL,"MRS",NULL,NULL,NULL,NULL
8058,7803,NULL,"APCL",6.6,"YR","J",588,"APCL16_588","985153000407381","N",NULL,"MRS",NULL,NULL,NULL,NULL
8039,7791,NULL,"APCL",9.6,"O","M",576,"APCL16_576","985153000404914","N",NULL,"MRS",NULL,NULL,NULL,NULL
8041,7794,NULL,"APCL",6.3,"YR","J",580,"APCL16_580","985153000353956","N",NULL,"MRS",NULL,NULL,NULL,NULL
8075,7810,NULL,"APCL",7.5,"O","M",604,"APCL16_604","985153000356179","N",NULL,"MRS",NULL,NULL,NULL,NULL
8063,7804,NULL,"APCL",9.2,"O","M",593,"APCL16_593","985153000407315","N",NULL,"MRS",NULL,NULL,NULL,NULL
8068,7807,NULL,"APCL",8.2,"O","M",597,"APCL16_597","985153000402044","N",NULL,"MRS",NULL,NULL,NULL,NULL
8050,7797,NULL,"APCL",6,"YR","J",583,"APCL16_583","985153000355002","N",NULL,"MRS",NULL,NULL,NULL,NULL
8070,7809,NULL,"APCL",7.3,"O","M",599,"APCL16_599","985153000406201","N",NULL,"MRS",NULL,NULL,NULL,NULL
8072,7810,NULL,"APCL",9.4,"YP","F",601,"APCL16_601","985153000356762","N",NULL,"MRS",NULL,NULL,NULL,NULL
8035,7788,NULL,"APCL",10.5,"O","M",574,"APCL16_574","985153000402189","Y",NULL,"MRS",NULL,NULL,NULL,NULL
8054,7800,NULL,"APCL",6.9,"YR","J",586,"APCL16_586","985153000372499","N",NULL,"MRS",NULL,NULL,NULL,NULL
8020,7780,NULL,"APCL",8.6,"YP","F",565,"APCL16_565","985153000372209","N",NULL,"MRS",NULL,NULL,NULL,NULL
8032,7788,NULL,"APCL",8,"O","M",571,"APCL16_571","985153000369499","N",NULL,"MRS",NULL,NULL,NULL,NULL
8027,7784,NULL,"APCL",8.6,"O","M",567,"APCL16_567","985153000404867","N",NULL,"MRS",NULL,NULL,NULL,NULL
6491,6698,NULL,"APCL",8,"O","M",403468,"APCL15_403468","985153000403468","N","403468 GREEN/403603 GREEN","MRS",NULL,NULL,NULL,NULL
6474,6689,NULL,"APCL",6.2,"YR","J",402854,"APCL15_402854","985153000402854","N",NULL,"MRS",NULL,NULL,NULL,NULL
6463,6684,NULL,"APCL",10.4,"YP","F",402950,"APCL15_402950","985153000402950","N",NULL,"MRS",NULL,NULL,NULL,NULL
6458,6682,NULL,"APCL",9.1,"O","M",404635,"APCL15_404635","985153000404635","N",NULL,"MRS",NULL,NULL,NULL,NULL
6468,6686,NULL,"APCL",9.5,"YP","F",403388,"APCL15_403388","985153000403388","N","403388 MIGHT'VE HAD GREEN ELASTOMER","MRS",NULL,NULL,NULL,NULL
6469,6686,NULL,"APCL",8.4,"O","M",404648,"APCL15_404648","985153000404648","N","403388 MIGHT'VE HAD GREEN ELASTOMER","MRS",NULL,NULL,NULL,NULL
6456,6681,NULL,"APCL",9.1,"O","M",403072,"APCL15_403072","985153000403072","N",NULL,"MRS",NULL,NULL,NULL,NULL
6532,6714,NULL,"APCL",9.2,"O","M",356376,"APCL15_356376","985153000356376","N","369143 GREEN/","MRS",NULL,NULL,NULL,NULL
11845,10828,"10:50:00","APCL",7.2,"O","M",381,"APCL18_381","986112100165267","N",NULL,"MRS",NULL,NULL,NULL,NULL
12340,10878,"13:44:00","APCL",8.1,"O","M",398,"APCL18_398","986112100164228","N",NULL,"MRS",NULL,NULL,NULL,NULL
11575,10801,"13:57:00","APCL",8.6,"O","M",401,"APCL18_401","986112100163136","N",NULL,"MRS",NULL,NULL,NULL,NULL
12055,10781,"15:01:00","APCL",8.8,"O","M",412,"APCL18_412","982126052951081","N",NULL,"MRS",NULL,NULL,NULL,NULL
11544,10851,"15:16:00","APCL",10,"O","M",413,"APCL18_413","986112100172623","N",NULL,"MRS",NULL,NULL,NULL,NULL
12570,10851,"15:21:00","APCL",11.1,"YP","F",414,"APCL18_414","982000411818651","N",NULL,"MRS",NULL,NULL,NULL,NULL
11540,11278,"09:43:00","APCL",9.1,"O","M",415,"APCL18_415","986112100164438","N",NULL,"MRS",NULL,NULL,NULL,NULL
11535,11278,"09:47:00","APCL",9.6,"YP","F",416,"APCL18_416","982000411818729","N",NULL,"MRS",NULL,NULL,NULL,NULL
12505,10767,"10:40:00","APCL",10,"YP","F",428,"APCL18_428","986112100172298","N",NULL,"MRS",NULL,NULL,NULL,NULL
11511,10767,"10:43:00","APCL",9.5,"O","M",429,"APCL18_429","986112100165678","N",NULL,"MRS",NULL,NULL,NULL,NULL
11948,10968,"10:46:00","APCL",6.6,"YR","J",430,"APCL18_430","986112100163632","n",NULL,"MRS",NULL,NULL,NULL,NULL
12497,10968,"10:51:00","APCL",9.3,"O","M",431,"APCL18_431","986112100176299","N",NULL,"MRS",NULL,NULL,NULL,NULL
11951,11287,"10:57:00","APCL",9.6,"YP","F",432,"APCL18_432","986112100172398","N",NULL,"MRS",NULL,NULL,NULL,NULL
11506,11246,"11:01:00","APCL",9.5,"YP","F",433,"APCL18_433","986112100166690","N",NULL,"MRS",NULL,NULL,NULL,NULL
11502,11246,"11:04:00","APCL",8.7,"O","M",434,"APCL18_434","986112100165387","N",NULL,"MRS",NULL,NULL,NULL,NULL
11652,11217,"11:12:00","APCL",9.2,"O","M",436,"APCL18_436","982000411818715","N",NULL,"MRS",NULL,NULL,NULL,NULL
12155,10772,"11:18:00","APCL",8.2,"O","M",437,"APCL18_437","982000411818592","N",NULL,"MRS",NULL,NULL,NULL,NULL
11500,10755,"11:20:00","APCL",6,"YR","J",438,"APCL18_438","986112100166243","N",NULL,"MRS",NULL,NULL,NULL,NULL
11489,10749,"11:58:00","APCL",7,"YR","J",447,"APCL18_447","986112100171974","N",NULL,"MRS",NULL,NULL,NULL,NULL
11482,10746,"12:17:00","APCL",8.8,"O","M",451,"APCL18_451","986112100170626","N",NULL,"MRS",NULL,NULL,NULL,NULL
12003,11202,"13:51:00","APCL",9.6,"O","M",454,"APCL18_454","986112100165292","N","weird spots on fish, time is scan time","MRS",NULL,NULL,NULL,NULL
11620,11202,"13:56:00","APCL",10,"YP","F",455,"APCL18_455","986112100174272","N",NULL,"MRS",NULL,NULL,NULL,NULL
12102,10742,"14:03:00","APCL",9.4,"O","M",457,"APCL18_457","986112100174110","N",NULL,"MRS",NULL,NULL,NULL,NULL
11475,10867,"14:10:00","APCL",8.7,"YP","F",458,"APCL18_458","986112100176316","N","check photo for black, time is cut time","MRS",NULL,NULL,NULL,NULL
12207,10867,"14:10:00","APCL",8.2,"O","M",459,"APCL18_459","982126052697454","N",NULL,"MRS",NULL,NULL,NULL,NULL
11839,11110,"14:13:00","APCL",9.7,"O","M",460,"APCL18_460","982126052697375","N",NULL,"MRS",NULL,NULL,NULL,NULL
11974,10943,"14:18:00","APCL",7.8,"O","M",461,"APCL18_461","982000411818590","N",NULL,"MRS",NULL,NULL,NULL,NULL
11474,10943,"14:22:00","APCL",8.6,"O","M",462,"APCL18_462","982000411818733","N",NULL,"MRS",NULL,NULL,NULL,NULL
12099,11241,"14:29:00","APCL",9.6,"O","M",464,"APCL18_464","986112100170567","N",NULL,"MRS",NULL,NULL,NULL,NULL
12272,11241,"14:31:00","APCL",9.6,"YP","F",465,"APCL18_465","986112100165037","N","3150 is ENQD not STME because was not black","MRS",NULL,NULL,NULL,NULL
11955,10737,"14:34:00","APCL",7.3,"O","M",466,"APCL18_466","982000411818730","N",NULL,"MRS",NULL,NULL,NULL,NULL
11465,11032,"15:02:00","APCL",6.6,"YR","J",471,"APCL18_471","982000411818667","N","this fish was processed and then it was noticed that no time was written down at 15:02","MRS",NULL,NULL,NULL,NULL
11467,10733,"15:00:00","APCL",8.6,"O","M",472,"APCL18_472","982000411818720","N",NULL,"MRS",NULL,NULL,NULL,NULL
12036,10733,"15:03:00","APCL",9.9,"YP","F",473,"APCL18_473","982000411818687","N",NULL,"MRS",NULL,NULL,NULL,NULL
11843,10727,"10:04:00","APCL",6.1,"YR","J",479,"APCL18_479","982126052951211","N",NULL,"MRS",NULL,NULL,NULL,NULL
11725,10718,"11:08:00","APCL",8.5,"YP","F",488,"APCL18_488","982126052951195","N",NULL,"MRS",NULL,NULL,NULL,NULL
11439,10710,"11:44:00","APCL",8.3,"O","M",492,"APCL18_492","982126052951209","N",NULL,"MRS",NULL,NULL,NULL,NULL
